frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.00,0.94,0.00,0.00,0.04,0.00,0.00,0.91,0.62,0.40,0.00,0.39,0.00,0.00,1.37,0.52,1.29,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
2,0,0.000,0.77,1,0.01,0.31,0.23,0.53,0.22,0.27,0.00,0.74,0.21,0.13,0.00,0.37,0.04,0.00,1.32,0.33,0.97,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
3,0,0.000,0.88,1,0.01,0.00,0.23,0.53,0.20,0.27,0.06,0.43,0.00,0.07,0.00,0.24,0.04,0.00,1.24,0.53,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
4,0,0.000,0.93,1,0.01,0.00,0.55,0.35,0.00,0.00,0.06,0.00,0.00,0.07,0.41,0.88,0.04,0.00,1.14,0.97,0.64,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
5,0,0.000,0.98,1,0.00,0.00,1.15,0.00,0.00,0.00,0.06,0.31,0.23,0.10,0.41,0.95,0.00,0.38,0.75,1.55,0.57,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
6,0,0.000,0.88,1,0.00,0.00,1.38,0.00,0.12,0.00,0.00,0.31,0.40,0.69,0.53,1.46,0.00,0.68,0.59,1.52,0.16,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
7,0,0.000,0.88,1,0.00,0.00,0.84,0.00,0.43,0.14,0.33,0.51,0.72,0.69,0.30,0.63,0.00,0.68,1.05,1.08,0.23,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8,0,0.000,0.88,1,0.00,0.00,0.23,0.00,0.43,0.36,0.33,0.67,0.50,1.09,0.57,1.32,0.00,0.64,1.03,0.90,0.45,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
9,0,0.000,0.77,1,0.41,0.00,0.00,0.00,0.31,0.36,0.33,0.67,0.32,0.43,0.44,1.17,0.00,0.62,0.81,1.42,0.40,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
10,0,0.000,0.88,1,0.41,0.00,0.00,0.00,0.10,0.21,0.00,0.47,0.09,1.28,0.43,1.11,0.64,0.93,0.36,1.69,0.41,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00
11,0,0.000,0.88,1,0.64,0.00,0.44,0.00,0.16,0.25,0.00,0.04,0.09,1.14,0.16,1.22,1.48,0.95,0.21,1.90,0.16,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
12,0,0.000,0.88,1,0.25,0.00,1.04,0.00,0.24,0.75,0.10,0.33,0.09,1.32,0.28,2.05,2.07,0.73,0.77,1.74,0.16,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
13,0,0.000,0.98,1,0.35,0.00,1.24,0.00,0.48,1.13,0.38,0.46,0.00,0.47,0.29,2.78,1.79,0.42,0.77,1.46,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
14,0,0.000,0.88,1,0.12,0.00,1.30,0.00,0.76,1.39,1.14,0.41,0.13,0.37,0.29,1.92,1.08,0.07,0.97,1.23,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00
15,0,0.000,0.88,1,0.10,0.00,0.76,0.00,0.83,1.15,1.05,0.13,0.55,0.54,0.18,0.85,0.70,0.27,1.01,1.43,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
16,0,0.000,0.88,1,0.03,0.00,0.97,0.00,0.49,0.77,0.76,0.47,0.55,0.96,0.79,0.74,0.62,0.47,1.01,1.43,0.17,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
17,0,0.000,0.93,1,0.03,0.00,0.47,0.00,0.32,0.25,0.38,0.47,0.62,0.77,1.03,1.24,0.52,0.63,0.60,0.88,0.17,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
18,0,0.000,0.82,1,0.03,0.00,0.70,0.00,0.17,0.34,0.38,0.61,0.20,0.73,1.47,1.61,0.32,0.36,0.30,0.64,0.17,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
19,0,0.000,0.77,1,0.00,0.00,0.30,0.46,0.20,0.34,0.38,0.14,0.43,1.32,0.77,0.99,0.04,0.40,0.87,0.84,0.20,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.000,0.77,1,0.00,0.00,0.30,0.92,0.02,0.44,0.09,0.14,0.23,1.32,0.53,0.49,0.00,0.24,1.46,1.05,0.23,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.000,0.88,1,0.37,0.40,0.20,0.92,0.02,0.10,0.09,0.01,0.23,1.00,0.09,0.00,0.00,0.24,1.41,0.40,0.27,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.000,0.93,1,0.72,0.44,0.49,0.46,0.25,0.26,0.43,0.44,0.13,0.25,0.00,0.00,0.31,0.00,1.73,0.21,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
23,0,0.000,0.88,1,0.77,0.44,0.49,0.00,0.31,0.66,0.34,0.44,0.20,0.25,0.00,0.33,0.31,0.00,1.27,0.67,0.04,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
24,0,0.000,0.93,1,0.62,0.04,0.36,0.00,0.34,0.90,0.52,0.80,0.25,0.25,0.00,0.46,0.32,0.00,1.52,0.73,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
25,0,0.000,0.88,1,0.27,0.00,0.40,0.00,0.26,1.83,0.18,0.38,0.33,0.00,0.38,1.08,0.10,0.00,0.63,0.73,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
26,0,0.000,0.77,1,0.21,0.00,0.40,0.00,0.19,1.33,0.18,0.38,0.26,0.00,0.38,0.75,0.30,0.00,0.56,0.83,0.02,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.000,0.77,1,0.00,0.00,1.11,0.00,0.78,1.87,0.40,0.69,0.61,0.44,0.38,0.77,0.29,0.00,0.73,0.89,0.02,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.000,0.88,1,0.00,0.00,0.79,0.05,0.61,0.78,0.40,0.66,0.39,0.44,0.03,0.93,0.20,0.35,0.86,1.10,0.09,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
29,0,0.000,0.77,1,0.53,0.00,0.79,0.05,0.61,0.78,0.40,0.75,0.39,0.44,0.03,1.11,0.00,0.35,1.26,0.86,0.07,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
30,0,0.000,0.88,1,0.53,0.00,0.00,0.05,0.15,0.00,0.00,0.09,0.00,0.00,1.70,1.45,0.92,0.98,1.12,0.74,0.07,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
31,0,0.000,0.88,1,0.53,0.00,0.00,0.00,0.80,0.63,0.00,0.09,0.00,1.33,2.06,0.67,1.40,1.25,1.62,1.54,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
32,0,0.000,0.88,1,0.00,0.04,0.00,0.00,1.01,0.63,0.00,0.04,0.00,1.33,2.35,0.99,1.80,1.25,1.81,1.13,0.35,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
33,0,0.000,0.98,1,0.00,0.04,0.00,0.00,0.86,0.71,0.00,0.19,0.00,1.33,1.19,1.34,1.07,0.63,1.74,1.13,0.66,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
34,0,0.000,0.88,1,0.00,0.04,0.00,0.00,0.21,0.08,0.00,0.19,0.00,0.09,0.80,1.87,0.85,0.51,1.11,0.68,0.66,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
35,0,0.000,0.82,1,0.33,0.43,0.28,0.00,0.00,0.08,0.00,0.15,0.00,0.26,0.51,1.81,0.45,0.51,0.71,1.01,0.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
36,0,0.000,0.98,1,1.06,0.43,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.21,2.32,0.26,0.63,0.26,1.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
37,0,0.000,0.88,1,1.58,0.58,0.40,0.15,0.00,0.00,0.00,0.00,0.00,0.26,0.26,2.44,0.00,0.12,0.27,0.45,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,0.000,0.88,1,1.34,0.25,0.12,0.15,0.00,0.00,0.00,0.00,0.00,0.09,0.26,2.00,0.00,0.12,0.48,0.62,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,0.000,0.93,1,1.12,0.94,0.00,0.56,0.00,0.00,0.00,0.08,0.02,0.36,0.07,1.52,0.00,0.00,0.81,1.09,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,0.000,0.88,1,0.60,0.79,0.00,0.42,0.00,0.00,0.00,0.08,0.02,0.27,0.03,0.87,0.00,0.00,1.21,2.10,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,0.000,0.88,1,0.50,0.69,0.19,0.42,0.00,0.30,0.00,0.08,0.02,0.41,0.03,0.87,0.00,0.00,1.04,1.92,0.23,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
42,0,0.000,0.82,1,0.00,0.19,0.19,0.00,0.00,0.53,0.00,0.00,0.00,0.14,0.00,0.00,0.06,0.00,1.05,2.31,0.23,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
43,0,0.000,0.88,1,0.00,0.19,0.60,0.00,0.31,1.23,0.00,0.06,0.27,0.49,0.00,0.39,0.06,0.39,1.17,2.27,0.44,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
44,0,0.000,0.88,1,0.00,0.19,0.41,0.00,0.31,0.94,0.00,0.06,0.27,0.80,0.15,0.93,0.20,0.88,0.86,2.20,0.29,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
45,0,0.000,0.88,1,0.00,0.00,0.44,0.00,0.31,0.84,0.09,0.06,0.27,0.80,0.20,0.93,0.14,0.88,1.18,2.03,0.29,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
46,0,0.000,0.93,1,0.35,0.00,0.03,0.00,0.21,0.14,0.09,0.06,0.58,0.77,0.20,1.50,0.34,0.76,0.66,1.63,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
47,0,0.000,0.88,1,0.35,0.00,0.28,0.00,0.69,0.85,0.37,0.74,0.98,0.70,0.05,1.40,0.20,0.28,0.83,2.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
48,0,0.000,0.82,1,0.80,0.00,0.29,0.24,0.69,0.71,0.28,0.90,1.04,0.70,0.22,2.00,0.20,0.28,1.16,1.79,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
49,0,0.000,0.98,1,1.07,0.03,0.29,0.40,0.49,0.71,0.28,0.84,0.46,0.42,0.22,1.72,0.00,0.01,1.16,1.21,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
50,0,0.000,0.88,1,1.07,0.03,0.04,0.40,0.00,0.00,0.22,0.20,0.06,0.03,0.70,2.04,0.31,0.01,1.30,0.78,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
51,0,0.000,0.98,1,0.62,0.03,0.01,0.45,0.00,0.57,0.22,0.03,0.00,0.03,0.48,1.64,0.31,0.01,0.43,1.29,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
52,0,0.000,0.93,1,0.00,0.00,0.01,0.28,0.00,0.57,0.22,0.03,0.00,0.00,0.48,1.06,0.31,0.00,0.43,1.77,0.12,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
53,0,0.000,0.82,1,0.28,0.00,0.17,0.28,0.38,0.70,0.00,0.38,0.65,0.33,0.00,1.41,0.18,0.22,0.13,2.17,0.12,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
54,0,0.000,0.93,1,1.03,0.45,0.17,0.00,0.38,0.13,0.00,0.38,0.65,0.51,0.00,1.25,0.18,0.22,0.24,2.24,0.12,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
55,0,0.000,0.93,1,1.65,0.46,0.57,0.27,0.38,0.29,0.00,0.38,0.65,0.51,0.00,1.45,0.18,0.22,0.24,2.43,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
56,0,0.000,0.88,1,1.37,0.46,0.41,0.27,0.00,0.16,0.00,0.00,0.12,0.30,0.14,0.68,0.02,0.00,0.24,1.97,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
57,0,0.000,0.82,1,1.23,0.31,0.41,0.29,0.16,0.71,0.00,0.21,0.51,0.52,0.14,0.65,0.02,0.00,0.36,1.28,0.17,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
58,0,0.000,0.88,1,0.60,0.30,0.00,0.02,0.27,0.66,0.00,0.21,0.51,0.52,0.31,1.05,0.02,0.00,0.86,1.06,0.17,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
59,0,0.000,0.88,1,0.79,0.30,0.18,0.02,0.27,1.20,0.00,0.21,0.39,0.41,0.19,1.97,0.00,0.12,0.86,1.55,0.17,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
60,0,0.000,0.88,1,0.18,0.00,0.18,0.00,0.11,0.65,0.00,0.00,0.00,0.16,0.27,2.78,0.26,0.50,0.57,2.25,0.08,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,0,0.000,0.88,1,0.40,0.15,0.28,0.00,0.00,0.54,0.00,0.00,0.00,0.16,0.11,2.40,0.26,0.82,0.39,3.02,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
62,0,0.000,0.98,1,0.48,0.15,0.14,0.00,0.00,0.00,0.00,0.14,0.00,0.16,0.09,1.15,0.28,1.00,0.39,2.13,0.08,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
63,0,0.000,0.88,1,0.48,0.15,0.48,0.12,0.32,0.40,0.14,0.72,0.11,0.25,0.00,0.77,0.02,0.63,0.85,1.83,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
64,0,0.000,0.88,1,0.27,0.00,0.37,0.25,0.32,0.40,0.14,0.90,0.11,0.25,0.18,0.74,0.32,0.30,0.84,1.78,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
65,0,0.000,0.88,1,0.00,0.00,0.33,0.25,0.32,0.69,0.14,0.76,0.11,0.25,0.18,1.48,0.76,0.00,1.24,1.78,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
66,0,0.000,0.88,1,0.00,0.00,0.00,0.50,0.15,0.75,0.65,0.18,0.00,0.00,0.33,1.03,0.76,0.00,0.72,1.17,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
67,0,0.000,0.88,1,0.29,0.00,0.67,0.37,0.15,0.75,0.65,0.00,0.00,0.00,0.51,2.25,0.71,0.34,0.40,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
68,0,0.000,0.88,1,0.29,0.00,0.67,0.37,0.87,0.77,1.09,0.00,0.06,0.19,0.51,1.74,0.25,0.47,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
69,0,0.000,0.98,1,0.45,0.00,0.67,0.00,0.71,0.31,0.46,0.00,0.06,0.19,0.35,1.74,0.25,0.47,0.05,0.14,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70,0,0.000,0.98,1,0.43,0.00,0.00,0.00,0.71,0.31,0.46,0.06,0.08,0.19,0.21,1.23,0.00,0.13,0.14,0.75,0.12,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71,0,0.000,0.93,1,0.43,0.00,0.10,0.00,0.20,0.00,0.07,0.46,0.51,0.20,0.21,0.99,0.00,0.00,1.03,1.30,0.12,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,0,0.000,0.88,1,0.28,0.00,0.10,0.00,0.45,0.41,0.66,0.73,0.51,0.23,0.21,1.49,0.00,0.00,0.97,1.80,0.69,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,0,0.000,0.88,1,0.27,0.00,0.27,0.00,0.45,0.54,0.66,0.82,0.68,0.23,0.44,0.52,0.00,0.00,0.88,1.21,0.57,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,0,0.000,0.93,1,0.27,0.00,0.17,0.00,0.26,1.01,0.62,0.41,0.19,0.03,1.08,0.89,0.23,0.38,0.00,0.66,0.90,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,0,0.000,0.88,1,0.27,0.00,0.91,0.00,0.22,1.15,0.15,0.23,0.19,0.22,1.08,0.75,0.83,0.38,0.45,0.02,0.38,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,0,0.000,0.88,1,0.00,0.00,0.87,0.00,0.26,1.12,0.19,0.45,0.38,0.40,0.69,0.97,0.83,0.38,0.45,0.00,0.38,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,0,0.000,0.77,1,0.00,0.39,1.13,0.33,0.25,0.65,0.23,0.45,0.38,0.40,0.05,1.07,0.60,0.08,0.87,0.10,0.05,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0,0.000,0.88,1,0.00,0.39,0.40,0.33,0.04,0.09,0.08,0.39,0.38,0.23,0.05,0.71,0.00,0.08,0.84,0.60,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
79,0,0.000,0.93,1,0.25,0.39,1.00,0.33,0.18,0.52,0.12,0.19,0.32,0.21,0.00,0.48,0.00,0.08,1.65,0.61,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
80,0,0.000,0.93,1,0.25,0.00,0.74,0.00,0.23,0.52,0.09,0.48,0.55,0.21,0.09,0.67,0.00,0.00,1.55,0.88,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,0,0.000,0.88,1,0.25,0.00,0.74,0.00,0.84,0.80,0.50,0.73,1.08,0.51,0.09,0.69,0.00,0.00,1.53,0.38,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82,0,0.000,0.88,1,0.00,0.00,0.01,0.00,0.86,0.28,0.41,1.01,0.76,0.60,0.24,1.54,0.59,0.26,0.72,0.38,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
83,0,0.000,0.93,1,0.00,0.00,0.03,0.00,1.33,0.50,1.21,1.20,0.80,1.24,0.58,0.87,0.59,0.26,0.68,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,0,0.000,0.77,1,0.00,0.00,0.02,0.00,1.00,1.09,1.41,0.93,0.54,0.99,0.58,0.86,0.59,0.26,1.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85,0,0.000,0.88,1,0.00,0.00,0.02,0.00,0.80,1.09,1.41,0.48,0.54,0.75,0.43,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86,0,0.000,0.03,0,0.00,0.00,0.02,0.00,0.34,0.86,0.60,0.00,0.28,0.11,0.00,0.22,0.00,0.00,1.15,0.76,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
87,0,0.000,0.88,1,0.05,0.00,0.02,0.00,0.25,0.77,0.32,0.49,0.01,0.00,0.03,0.51,0.00,0.00,0.70,1.15,0.35,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
88,0,0.000,0.98,1,0.05,0.00,0.02,0.00,0.25,1.13,0.32,0.49,0.01,0.00,0.03,0.65,0.00,0.00,0.70,1.15,0.35,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
89,0,0.000,0.93,1,0.05,0.00,0.00,0.08,0.19,1.13,0.32,0.49,0.01,0.00,0.03,0.54,0.00,0.00,0.55,0.91,0.35,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
