frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
678,0,0.000,0.88,1,0.00,0.00,0.00,0.00,0.56,1.27,0.04,0.51,0.77,0.05,1.08,2.77,0.00,0.99,0.18,1.28,0.19,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
679,0,0.000,0.98,1,0.13,0.00,0.00,0.18,0.56,1.23,0.04,0.51,0.77,0.25,0.98,2.77,0.00,1.25,0.18,0.64,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
680,0,0.000,0.88,1,0.13,0.05,0.34,0.18,0.32,0.44,0.00,0.63,0.59,0.59,0.46,1.90,0.00,0.56,0.58,0.06,0.35,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
681,0,0.000,0.88,1,1.08,0.30,0.59,0.18,0.32,0.14,0.00,0.17,0.00,0.54,0.11,1.01,0.04,0.26,0.94,0.11,0.35,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
682,0,0.000,0.88,1,1.04,0.33,0.75,0.05,0.46,0.14,0.00,0.17,0.00,0.34,0.24,0.71,0.45,0.00,1.74,0.16,0.58,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
683,0,0.000,0.93,1,1.04,0.28,0.41,0.05,0.83,1.11,0.00,0.63,0.36,0.00,0.39,0.60,0.45,0.00,1.39,0.12,0.23,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
684,0,0.000,0.77,1,0.11,0.03,0.64,0.05,0.92,1.42,0.44,1.11,0.41,0.00,0.87,0.98,0.42,0.00,1.43,0.07,0.23,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
685,0,0.000,0.82,1,0.34,0.26,0.49,0.00,0.79,1.42,0.44,1.33,0.73,0.02,0.87,0.78,0.54,0.00,0.63,0.13,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
686,0,0.000,0.88,1,0.38,0.26,0.49,0.00,0.37,0.45,0.44,0.70,0.37,0.14,0.71,0.78,0.54,0.00,0.66,0.24,0.12,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
687,0,0.000,0.88,1,0.44,0.26,0.00,0.00,0.18,0.01,0.05,0.34,0.32,0.14,0.28,1.08,0.61,0.00,0.67,1.23,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
688,0,0.000,0.98,1,0.12,0.07,0.06,0.45,0.17,0.16,0.05,0.12,0.00,0.13,0.05,0.96,0.07,0.00,0.96,1.12,0.12,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
689,0,0.000,0.88,1,0.08,0.07,0.06,0.45,0.29,0.16,0.16,0.12,0.11,0.02,0.05,1.10,0.07,0.00,0.87,2.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
690,0,0.000,0.82,1,0.57,0.13,0.06,0.45,0.32,0.17,0.10,0.04,0.28,0.02,0.00,0.80,0.18,0.00,0.47,1.64,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
691,0,0.000,0.98,1,0.57,0.06,0.00,0.00,0.32,0.45,0.10,0.04,0.28,0.02,0.00,0.80,0.18,0.00,0.52,2.00,0.47,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
692,0,0.000,0.93,1,1.09,0.64,0.00,0.44,0.30,0.57,0.00,0.62,0.45,0.25,0.00,0.99,0.20,0.00,0.76,1.44,0.47,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
693,0,0.000,0.88,1,0.60,0.57,0.32,0.44,0.46,0.57,0.16,1.32,0.55,0.25,0.07,0.94,0.01,0.00,1.69,1.15,0.47,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
694,0,0.000,0.88,1,0.60,0.57,0.35,0.44,0.46,0.20,0.16,1.32,0.55,0.25,0.09,1.46,0.01,0.00,1.34,1.91,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
695,0,0.000,0.82,1,0.11,0.30,0.48,0.09,0.38,0.08,0.16,1.31,0.40,0.00,0.46,2.59,0.01,0.17,0.93,1.87,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
696,0,0.000,0.88,1,0.03,0.30,0.28,0.20,0.00,0.06,0.09,0.63,0.29,0.39,0.39,2.24,0.01,0.17,0.58,1.82,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
697,0,0.000,0.82,1,0.46,0.30,0.77,0.23,0.16,0.00,0.30,0.63,0.29,0.39,0.37,2.55,0.46,0.17,1.11,0.70,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
698,0,0.000,0.88,1,0.71,0.00,0.64,0.13,0.16,0.00,0.30,0.05,0.15,0.39,0.00,1.10,0.45,0.00,1.49,0.35,0.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
699,0,0.000,0.93,1,0.71,0.00,0.80,0.03,0.35,0.04,0.35,0.40,0.00,0.00,0.02,1.00,0.45,0.00,0.91,0.17,0.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
700,0,0.000,0.93,1,0.28,0.00,0.28,0.00,0.29,0.04,0.28,0.58,0.00,0.13,0.04,0.55,0.00,0.42,1.29,1.22,0.31,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
701,0,0.000,0.88,1,0.00,0.00,0.28,0.00,0.29,0.04,0.45,0.58,0.00,0.57,0.04,0.56,0.00,0.63,0.97,1.19,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
702,0,0.000,0.88,1,0.00,0.00,0.38,0.00,0.11,0.10,0.31,0.66,0.39,0.89,0.02,0.51,0.00,0.89,1.86,1.23,0.63,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
703,0,0.000,0.88,1,0.23,0.00,0.41,0.00,0.00,0.10,0.17,0.60,0.39,0.76,0.00,0.33,0.00,0.61,1.04,0.28,0.71,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
704,0,0.000,0.88,1,0.30,0.00,0.57,0.00,0.00,0.10,0.00,0.60,0.39,0.31,0.00,0.83,0.05,0.97,0.98,0.13,0.71,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
705,0,0.000,0.98,1,0.51,0.08,0.71,0.00,0.02,0.00,0.00,0.74,0.01,0.34,0.20,0.98,0.05,1.24,0.19,0.54,0.27,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
706,0,0.000,0.93,1,0.28,0.08,0.78,0.00,0.02,0.00,0.02,0.63,0.01,0.34,0.20,0.77,0.05,1.26,0.43,0.65,0.28,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
707,0,0.000,0.98,1,0.21,0.08,0.61,0.00,0.50,0.62,0.02,0.98,0.83,0.70,0.20,0.26,0.07,0.69,0.86,0.65,0.28,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
708,0,0.000,0.93,1,0.00,0.00,0.19,0.00,0.67,0.97,0.02,0.58,1.01,0.77,0.01,0.92,0.07,0.47,0.76,0.19,0.08,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
709,0,0.000,0.88,1,0.00,0.00,0.10,0.00,0.67,0.97,0.00,0.59,1.13,0.77,0.30,1.58,0.07,0.40,0.61,0.48,0.01,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
710,0,0.000,0.88,1,0.00,0.00,0.38,0.00,0.19,0.35,0.00,0.36,0.31,0.49,0.62,2.43,0.00,0.40,0.18,0.85,0.04,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
711,0,0.000,0.93,1,0.36,0.00,0.28,0.50,0.00,0.00,0.00,0.13,0.30,0.09,0.85,2.19,0.00,0.07,0.22,0.85,0.12,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
712,0,0.000,0.88,1,0.36,0.00,0.37,0.50,0.01,0.00,0.00,0.32,0.45,0.09,0.56,2.47,0.00,0.55,0.04,0.89,0.11,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
713,0,0.000,0.88,1,0.36,0.00,0.09,0.50,0.25,0.74,0.29,0.70,0.45,0.00,0.47,1.92,0.00,0.55,0.48,1.08,0.30,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
714,0,0.000,0.98,1,0.28,0.25,0.09,0.26,0.25,0.74,0.29,0.70,0.30,0.00,0.33,1.86,0.00,0.71,0.93,1.50,0.21,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
715,0,0.000,0.88,1,0.69,0.25,0.13,0.26,0.23,0.74,0.29,0.51,0.02,0.00,0.33,1.29,0.00,0.16,1.07,1.01,0.21,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
716,0,0.000,0.88,1,0.69,0.25,0.13,0.26,0.00,0.08,0.00,0.17,0.41,0.47,0.22,1.64,0.00,0.61,0.63,1.43,0.05,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
717,0,0.000,0.88,1,0.42,0.00,0.13,0.00,0.00,0.08,0.26,0.64,0.56,1.08,0.67,1.73,0.38,0.52,0.17,1.00,0.05,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
718,0,0.000,0.88,1,0.11,0.04,0.00,0.00,0.00,0.08,0.26,0.79,0.56,1.18,0.99,1.57,0.39,0.52,0.03,0.97,0.11,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
719,0,0.000,0.98,1,0.11,0.06,0.40,0.00,0.58,0.23,0.60,1.41,0.80,1.64,0.95,1.14,0.39,0.06,0.31,0.08,0.29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
720,0,0.000,0.93,1,0.11,0.06,0.40,0.00,0.58,0.35,0.34,1.06,0.63,1.36,0.40,0.51,0.01,0.00,0.59,0.34,0.29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
721,0,0.000,0.88,1,0.00,0.02,0.40,0.00,0.58,0.35,0.35,0.92,0.63,1.27,0.27,0.35,0.00,0.00,0.59,0.37,0.23,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
722,0,0.000,0.98,1,0.43,0.03,0.56,0.00,0.00,0.11,0.01,0.13,0.04,0.52,0.52,0.80,0.15,0.09,0.64,0.67,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
723,0,0.000,0.88,1,0.43,0.03,0.56,0.00,0.64,0.12,0.01,0.14,0.16,0.19,0.52,1.68,0.15,0.47,0.32,0.41,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
724,0,0.000,0.82,1,1.32,0.48,0.83,0.04,0.93,0.12,0.00,0.44,0.52,0.28,0.52,3.31,0.20,0.65,0.32,0.75,0.03,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
725,0,0.000,0.88,1,1.21,0.86,0.35,0.04,0.93,0.12,0.00,0.44,0.74,0.10,0.19,2.63,0.05,0.57,0.41,0.83,0.03,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00
726,0,0.000,0.77,1,1.48,0.86,0.35,0.04,0.29,0.04,0.00,0.30,0.62,0.10,0.19,1.87,0.05,0.18,0.50,0.83,0.03,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
727,0,0.000,0.77,1,0.78,0.41,0.08,0.26,0.00,0.04,0.00,0.00,0.26,0.01,0.02,0.65,0.50,0.00,0.77,1.63,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
728,0,0.000,0.88,1,0.46,0.00,0.00,0.26,0.12,0.30,0.00,0.00,0.00,0.00,0.02,1.48,0.54,0.27,0.41,1.23,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
729,0,0.000,0.77,1,0.19,0.00,0.39,0.26,0.35,0.76,0.05,0.00,0.08,0.68,0.02,1.44,0.58,0.27,0.31,2.06,0.36,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
730,0,0.000,0.88,1,0.00,0.00,0.39,0.00,0.44,0.78,0.05,0.36,0.08,0.68,0.00,0.99,0.08,0.27,0.20,1.19,0.36,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
731,0,0.000,0.88,1,0.86,0.53,0.39,0.06,0.32,0.51,0.05,0.49,0.08,0.68,0.00,0.27,0.04,0.00,0.16,1.36,0.36,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
732,0,0.000,0.93,1,0.93,0.70,0.33,0.06,0.16,0.02,0.00,0.56,0.08,0.68,0.00,0.88,0.00,0.18,0.67,1.02,0.46,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
733,0,0.000,0.88,1,1.14,0.70,0.35,0.32,0.07,0.00,0.00,0.24,0.08,0.68,0.00,0.88,0.00,0.18,0.56,0.92,0.46,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
734,0,0.000,0.98,1,0.54,0.17,0.35,0.26,0.07,0.00,0.00,0.11,0.08,0.70,0.00,1.00,0.11,0.21,0.56,0.67,0.71,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
735,0,0.000,0.88,1,0.86,0.40,0.02,0.60,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.66,0.17,0.03,0.11,1.21,0.28,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
736,0,0.000,0.88,1,0.76,0.54,0.24,0.33,0.07,0.00,0.00,0.35,0.00,0.03,0.00,0.96,0.17,0.03,0.46,1.09,0.28,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
737,0,0.000,0.98,1,0.50,0.54,0.24,0.33,0.14,0.00,0.00,0.35,0.12,0.01,0.92,1.06,0.07,0.00,0.80,1.70,0.03,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
738,0,0.000,0.98,1,0.11,0.15,0.24,0.06,0.24,0.32,0.00,0.46,0.36,0.01,1.97,1.24,0.26,0.26,1.56,0.99,0.18,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
739,0,0.000,0.88,1,0.00,0.00,0.00,0.06,0.17,0.32,0.00,0.11,0.36,0.00,1.97,0.93,0.26,0.26,1.47,0.93,0.18,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
740,0,0.000,0.98,1,0.00,0.00,0.05,0.06,0.25,0.93,0.13,0.22,0.26,0.00,2.71,1.54,0.41,0.53,1.46,0.33,0.18,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
741,0,0.000,0.77,1,0.00,0.00,0.20,0.00,0.21,0.61,0.13,0.20,0.02,0.00,2.35,1.45,0.75,0.27,0.63,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
742,0,0.000,0.88,1,0.00,0.00,0.26,0.00,0.42,0.91,0.16,0.71,0.27,0.28,2.35,1.45,0.75,0.27,0.81,0.00,0.09,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
743,0,0.000,0.98,1,0.08,0.13,0.21,0.00,0.28,0.30,0.03,0.60,0.25,1.02,1.54,0.86,0.80,0.68,0.49,0.00,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
744,0,0.000,0.88,1,0.24,0.13,0.06,0.09,0.23,0.30,0.03,0.62,0.25,1.66,0.86,0.51,0.19,0.68,0.99,0.11,0.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
745,0,0.000,0.88,1,0.29,0.13,0.37,0.09,0.02,0.14,0.00,0.11,0.00,1.38,0.86,0.89,0.19,0.68,0.99,0.93,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
746,0,0.000,0.93,1,0.55,0.40,1.11,0.09,0.09,0.68,0.00,0.17,0.13,0.64,0.83,1.40,0.00,0.00,0.99,1.04,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
747,0,0.000,0.82,1,0.61,0.40,1.11,0.00,0.07,0.91,0.00,0.07,0.13,0.00,0.83,1.24,0.00,0.00,0.54,1.41,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
748,0,0.000,0.88,1,0.57,0.40,0.75,0.00,0.17,0.77,0.28,0.41,0.14,0.00,0.83,0.97,0.00,0.00,0.56,0.59,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
749,0,0.000,0.88,1,0.80,0.12,0.00,0.00,0.11,0.74,0.28,0.34,0.01,0.00,0.00,0.68,0.00,0.00,0.62,0.48,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
750,0,0.000,0.88,1,0.57,0.12,0.37,0.10,0.13,0.51,0.28,0.60,0.09,0.00,0.58,1.54,0.33,0.00,0.68,0.37,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
751,0,0.000,0.93,1,0.57,0.12,0.37,0.10,0.17,1.00,0.00,0.33,0.07,0.00,0.58,1.89,0.33,0.53,0.18,0.37,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
752,0,0.000,0.98,1,0.00,0.00,0.51,0.31,0.15,0.49,0.00,0.33,0.17,0.00,0.58,1.32,0.33,0.53,0.12,0.56,0.01,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
753,0,0.000,0.88,1,0.25,0.42,0.15,0.22,0.22,0.53,0.10,0.57,0.12,0.00,0.10,1.53,0.00,0.52,0.00,0.19,0.01,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
754,0,0.000,0.93,1,0.55,0.42,0.15,0.22,0.14,0.04,0.10,0.49,0.36,0.00,0.27,1.34,0.00,0.18,0.43,0.69,0.21,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
755,0,0.000,0.82,1,0.97,0.91,0.38,0.00,0.14,0.04,0.10,0.54,0.43,0.00,0.27,1.55,0.00,0.18,0.43,1.11,0.55,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
756,0,0.000,0.88,1,0.82,0.48,0.38,0.06,0.05,0.01,0.00,0.04,0.41,0.00,0.18,0.77,0.40,0.18,0.72,1.34,0.55,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
757,0,0.000,0.88,1,0.53,0.48,0.38,0.06,0.00,0.10,0.00,0.04,0.17,0.00,0.28,0.78,0.40,0.00,0.43,0.84,0.36,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
758,0,0.000,0.88,1,0.11,0.00,0.18,0.06,0.52,0.10,0.57,0.46,0.00,0.05,0.28,0.67,0.42,0.00,1.00,0.23,0.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
759,0,0.000,0.98,1,0.00,0.00,0.54,0.00,0.62,0.10,0.57,0.79,0.00,0.05,0.45,1.43,0.38,0.26,0.71,0.05,0.22,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
760,0,0.000,0.98,1,0.00,0.00,0.54,0.00,0.96,0.19,0.69,1.16,0.49,0.05,0.34,1.23,0.38,0.26,1.13,0.05,0.22,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
761,0,0.000,0.88,1,0.00,0.00,0.36,0.00,0.63,0.44,0.38,1.16,0.51,0.35,0.63,1.96,0.53,0.26,0.56,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00
762,0,0.000,0.93,1,0.57,0.55,0.50,0.34,0.52,0.44,0.38,0.84,0.51,0.35,0.70,1.83,0.49,0.00,0.56,0.62,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
763,0,0.000,0.93,1,0.57,0.55,0.73,0.34,0.21,0.63,0.26,0.46,0.02,0.35,0.89,2.59,0.71,0.00,0.61,0.94,0.08,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
764,0,0.000,0.98,1,0.82,0.55,1.31,0.34,0.02,0.89,0.00,0.01,0.01,0.22,0.92,2.35,0.54,0.00,0.75,1.10,0.08,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
765,0,0.000,0.98,1,0.26,0.00,0.81,0.00,0.06,0.89,0.10,0.24,0.01,0.22,0.68,1.65,0.22,0.00,1.14,0.59,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
766,0,0.000,0.77,1,0.89,0.13,0.59,0.00,0.04,0.52,0.14,0.26,0.03,0.35,1.13,1.28,0.00,0.00,0.53,1.05,0.42,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
