frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.02,0.00,0.38,0.00,2.08,2.62,0.66,0.78,1.12,0.00,0.33,0.74,0.00,0.00,0.40,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.000,0.88,1,0.29,0.20,0.36,0.00,1.06,1.84,0.22,0.50,1.32,1.54,0.61,1.01,0.08,0.20,0.13,0.37,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
3,0,0.000,0.88,1,0.29,0.20,0.42,0.00,0.62,1.26,0.01,0.63,1.16,1.91,0.50,1.18,0.08,0.20,0.00,1.42,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.000,0.93,1,0.03,0.20,0.45,0.00,0.94,1.49,0.01,1.16,1.68,0.94,0.00,0.99,0.04,0.03,0.54,1.86,0.51,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.000,0.93,1,0.00,0.00,0.21,0.00,1.00,1.01,0.01,0.94,1.41,0.58,0.08,1.22,0.00,0.10,0.54,1.70,0.51,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.000,0.88,1,0.32,0.20,0.02,0.00,0.87,1.16,0.00,0.89,1.47,0.33,0.08,0.96,0.00,0.10,0.93,1.42,0.51,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.000,0.98,1,0.75,0.20,0.00,0.00,0.73,1.38,0.00,0.43,1.16,0.29,0.08,0.91,0.07,0.10,0.59,1.38,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.000,0.98,1,1.23,0.26,0.07,0.04,0.47,1.73,0.00,0.41,1.07,0.29,0.32,0.74,0.07,0.25,1.06,1.73,0.21,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.000,0.88,1,0.92,0.06,0.07,0.04,1.45,1.72,0.09,0.48,1.65,0.81,0.32,0.75,0.07,0.35,0.99,0.95,0.21,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.000,0.98,1,0.53,0.19,0.07,0.04,1.61,1.21,0.09,0.45,1.84,0.83,0.32,0.71,0.00,0.35,1.34,0.91,0.30,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.000,0.98,1,0.07,0.18,0.67,0.12,2.18,0.90,0.27,0.99,2.05,1.22,0.06,0.17,0.00,0.10,0.94,0.36,0.08,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.000,0.98,1,0.45,0.47,0.67,0.12,1.26,0.47,0.18,1.10,2.05,0.59,0.17,0.06,0.00,0.00,0.80,0.36,0.08,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.000,0.93,1,0.62,0.33,1.14,0.12,1.75,0.99,0.18,1.76,2.30,0.39,0.61,1.38,0.39,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.000,0.98,1,0.60,0.28,0.47,0.00,1.50,1.43,0.00,1.91,2.51,0.03,0.79,1.82,0.39,0.00,0.57,0.01,0.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.000,0.93,1,0.22,0.00,0.47,0.00,2.04,1.89,0.00,2.01,2.66,0.75,0.72,2.09,0.39,0.02,0.46,0.22,0.23,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.000,0.98,1,0.07,0.06,0.00,0.00,1.27,1.16,0.00,1.91,2.31,1.20,0.27,0.77,0.00,0.02,0.11,0.33,0.23,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.000,0.98,1,0.07,0.06,0.00,0.00,1.17,0.68,0.00,1.40,1.75,1.39,0.43,0.57,0.15,0.02,0.36,0.32,0.35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.000,0.98,1,0.15,0.06,0.53,0.27,0.59,0.28,0.30,1.28,1.14,0.67,0.60,0.80,0.73,0.05,0.31,0.20,0.35,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.000,0.88,1,0.08,0.00,1.04,0.27,0.93,0.55,0.30,0.85,1.03,0.43,0.92,1.31,0.88,0.23,0.26,0.20,0.35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.000,0.98,1,0.23,0.41,1.25,0.80,0.86,0.55,0.30,1.38,1.42,0.39,1.04,1.68,0.74,0.25,0.42,0.41,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.000,0.98,1,0.15,0.41,0.72,0.53,1.30,1.52,0.01,1.53,1.77,0.74,1.04,1.25,0.31,0.19,1.46,1.00,0.49,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
22,0,0.000,0.98,1,0.30,0.41,0.21,0.53,1.08,2.00,0.01,1.64,1.45,0.60,0.72,0.88,0.15,0.02,1.46,1.17,0.49,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
23,0,0.000,0.98,1,0.17,0.00,0.00,0.00,1.20,2.73,0.17,1.15,1.39,0.95,0.21,0.26,0.15,0.00,1.82,1.33,0.49,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
24,0,0.000,0.98,1,0.17,0.00,0.00,0.00,0.74,1.70,0.16,0.95,1.37,0.80,0.00,0.34,0.00,0.00,1.15,0.97,0.49,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
25,0,0.000,0.93,1,0.02,0.00,0.49,0.00,1.16,1.18,0.58,1.53,2.00,1.17,0.00,0.89,0.12,0.06,1.21,0.69,0.54,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
26,0,0.000,0.98,1,0.45,0.23,0.49,0.00,0.89,0.46,0.42,1.43,1.67,0.64,0.00,0.89,0.12,0.06,0.81,0.32,0.65,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.000,0.98,1,0.45,0.23,0.49,0.00,1.47,0.90,0.60,1.80,1.62,0.79,0.00,1.13,0.12,0.06,0.68,0.54,0.16,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.000,0.98,1,0.58,0.23,0.00,0.00,1.14,0.45,0.18,1.55,1.18,0.84,0.00,0.85,0.07,0.00,0.62,0.54,0.12,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.000,0.98,1,0.74,0.49,0.00,0.73,1.44,0.93,0.18,1.99,1.38,1.27,0.08,1.49,0.08,0.04,0.96,0.79,0.02,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.000,0.98,1,0.74,0.49,0.00,0.73,1.45,1.07,0.26,1.55,1.33,1.54,0.08,1.06,0.08,0.11,1.29,0.34,0.21,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,0.000,0.93,1,0.68,0.68,0.00,0.92,1.24,1.15,0.26,1.37,1.31,1.81,0.08,0.81,0.01,0.11,1.35,0.34,0.20,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,0.000,0.93,1,0.27,0.40,0.00,0.33,1.12,1.00,0.26,1.04,1.62,1.81,0.00,0.53,0.00,0.23,0.80,0.10,0.31,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,0.000,0.77,1,0.27,0.40,0.01,0.33,0.89,0.43,0.00,1.04,1.76,1.91,0.00,0.84,0.00,0.16,0.23,0.13,0.28,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,0.000,0.98,1,1.36,0.73,0.32,0.26,0.84,1.03,0.00,0.60,1.76,1.19,0.00,0.67,0.00,0.16,0.36,0.45,0.28,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
35,0,0.000,0.98,1,1.16,0.52,0.42,0.29,1.46,1.24,0.01,1.00,2.09,1.12,0.14,0.76,0.10,0.19,0.37,0.45,0.18,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
36,0,0.000,0.98,1,1.16,0.52,0.41,0.29,1.72,2.11,0.01,1.42,2.19,0.82,0.14,0.60,0.10,0.19,0.98,0.75,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
37,0,0.000,0.98,1,0.00,0.00,0.12,0.17,2.29,2.01,0.01,1.74,2.49,0.90,0.14,0.87,0.10,0.19,1.36,0.43,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
38,0,0.000,0.93,1,0.00,0.00,0.02,0.00,2.78,2.49,0.32,1.58,2.46,0.92,0.08,0.49,0.00,0.00,1.68,0.43,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
39,0,0.000,0.98,1,0.00,0.00,0.02,0.00,2.69,2.43,0.42,1.28,2.35,1.07,0.28,0.82,0.13,0.00,1.54,0.11,0.25,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
40,0,0.000,0.93,1,0.00,0.00,0.07,0.01,2.54,2.78,0.42,1.58,2.32,1.48,0.28,0.68,0.22,0.20,0.96,0.66,0.31,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
41,0,0.000,0.93,1,0.00,0.00,0.20,0.10,1.94,2.15,0.10,1.83,1.83,1.34,0.20,0.62,0.22,0.20,0.77,0.88,0.06,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
42,0,0.000,0.93,1,0.00,0.00,0.20,0.10,1.59,1.43,0.00,1.78,1.68,1.17,0.00,0.84,0.09,0.21,0.31,0.77,0.20,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43,0,0.000,0.98,1,0.00,0.00,0.27,0.09,1.50,0.65,0.00,1.51,1.78,1.15,0.00,0.70,0.11,0.01,1.08,0.58,0.14,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
44,0,0.000,0.88,1,0.10,0.00,0.49,0.00,1.33,1.05,0.26,1.03,1.64,1.26,0.18,1.54,0.20,0.03,0.77,0.61,0.19,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
45,0,0.000,0.93,1,0.10,0.00,0.73,0.49,1.25,1.80,0.26,0.90,1.35,0.85,0.19,1.30,0.22,0.02,0.77,1.09,0.05,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
46,0,0.000,0.82,1,0.36,0.42,0.69,0.64,1.15,1.97,0.40,0.91,0.62,0.50,0.56,2.48,0.11,0.35,0.00,1.48,0.05,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
47,0,0.000,0.77,1,0.34,0.42,0.34,0.64,1.16,2.02,0.29,1.71,0.79,0.54,1.18,2.91,0.26,0.66,0.00,1.23,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
48,0,0.000,0.98,1,0.53,0.42,0.10,0.15,1.31,1.29,0.29,2.10,0.70,0.54,1.94,2.45,0.43,0.66,0.00,1.08,0.24,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
49,0,0.000,0.98,1,0.26,0.00,0.01,0.00,1.67,1.59,0.24,2.68,1.68,0.62,1.57,1.53,0.43,0.34,0.22,0.32,0.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
50,0,0.000,0.98,1,0.42,0.00,0.01,0.00,1.38,0.78,0.11,1.64,1.90,0.33,0.78,0.43,0.19,0.00,0.62,0.45,0.24,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
51,0,0.000,0.98,1,0.33,0.00,0.19,0.00,1.82,1.67,0.43,1.52,2.03,0.59,0.16,1.29,0.39,0.29,0.62,0.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,0,0.000,0.98,1,0.84,0.00,0.86,0.00,1.20,1.06,0.35,1.07,1.70,0.98,0.16,1.31,0.39,0.29,0.84,0.13,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,0,0.000,0.98,1,1.05,0.29,0.86,0.71,0.98,1.03,0.31,1.06,1.31,0.88,0.16,1.44,0.39,0.29,0.61,0.01,0.14,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,0,0.000,0.93,1,1.41,0.69,0.75,1.44,0.46,0.13,0.00,0.70,1.35,1.00,0.07,0.78,0.00,0.00,1.12,0.01,0.14,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,0,0.000,0.88,1,1.02,0.69,0.15,1.44,1.07,0.71,0.00,0.78,1.66,1.05,0.12,0.81,0.00,0.05,1.16,0.50,0.14,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
56,0,0.000,0.93,1,0.59,0.69,0.15,0.75,1.46,1.00,0.00,1.37,2.27,1.54,0.12,0.59,0.00,0.05,0.99,0.88,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,0,0.000,0.98,1,0.25,0.28,0.16,0.02,1.72,1.91,0.00,1.59,2.42,1.58,0.06,0.76,0.00,0.05,0.48,1.03,0.05,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
58,0,0.000,0.98,1,0.12,0.28,0.58,0.02,1.69,1.66,0.00,1.66,2.40,1.50,0.02,0.44,0.00,0.05,0.17,0.57,0.05,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
59,0,0.000,0.93,1,0.12,0.00,0.58,0.41,1.88,1.53,0.27,1.52,2.04,1.19,0.35,0.81,0.00,0.14,0.73,0.35,0.05,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
60,0,0.000,0.82,1,0.00,0.00,1.21,0.61,2.10,0.88,0.27,1.97,2.33,1.54,0.74,1.48,0.00,0.51,1.27,1.21,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
61,0,0.000,0.98,1,0.72,0.62,0.71,1.31,1.79,0.81,0.27,2.06,2.17,1.50,0.74,2.16,0.00,0.46,1.45,2.01,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
62,0,0.000,0.88,1,0.97,1.10,1.50,0.90,1.66,0.65,0.00,1.87,2.10,1.92,1.11,2.73,0.00,0.45,0.89,1.83,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
63,0,0.000,0.98,1,1.59,1.26,0.97,0.70,1.13,0.75,0.00,1.07,1.57,1.55,0.71,2.11,0.00,0.08,0.36,0.93,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
64,0,0.000,0.98,1,0.92,0.70,0.97,0.10,1.20,0.49,0.00,0.79,1.40,1.24,0.82,1.62,0.03,0.08,0.81,0.53,0.01,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
65,0,0.000,0.93,1,0.67,0.22,0.19,0.37,1.45,1.08,0.05,1.23,1.62,1.18,0.11,0.77,0.03,0.00,1.51,1.10,0.01,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
66,0,0.000,0.88,1,0.05,0.06,0.10,0.37,1.86,0.95,0.05,1.55,1.99,1.03,0.23,1.01,0.39,0.00,1.98,1.59,0.01,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
67,0,0.000,0.93,1,0.46,0.14,0.10,0.27,1.60,1.14,0.05,1.37,1.74,1.00,0.24,1.18,0.36,0.00,1.36,1.30,0.33,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
68,0,0.000,0.98,1,1.46,0.97,0.29,0.00,1.52,1.31,0.01,0.97,1.92,0.74,0.24,1.12,0.54,0.00,1.08,1.00,0.33,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
69,0,0.000,0.93,1,1.46,0.97,0.57,0.00,1.65,1.42,0.01,1.26,1.94,0.85,0.12,0.62,0.17,0.00,1.06,0.94,0.35,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
70,0,0.000,0.98,1,1.00,0.83,0.57,0.00,1.53,1.30,0.01,0.97,1.89,0.65,0.00,0.70,0.59,0.18,0.87,1.72,0.40,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
71,0,0.000,0.88,1,0.00,0.04,0.38,0.00,1.63,0.80,0.00,1.22,1.87,0.91,0.00,0.64,0.41,0.18,0.77,1.55,0.40,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72,0,0.000,0.98,1,0.00,0.04,0.00,0.16,1.29,0.33,0.18,0.55,1.68,0.67,0.28,0.97,0.74,0.32,0.42,1.42,0.39,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73,0,0.000,0.88,1,0.15,0.04,0.00,0.16,1.52,1.05,0.18,0.55,1.86,0.99,0.28,0.94,0.33,0.14,0.48,0.81,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,0,0.000,0.98,1,0.23,0.00,0.27,0.16,1.49,1.21,0.18,0.73,1.78,0.83,0.34,1.17,0.33,0.14,0.25,0.82,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75,0,0.000,0.98,1,1.18,0.84,0.27,0.00,1.33,1.37,0.00,1.34,1.67,1.49,0.19,1.10,0.00,0.00,0.31,0.81,0.06,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,0,0.000,0.88,1,1.03,0.84,0.27,0.00,1.53,0.77,0.00,1.54,1.90,1.37,0.19,0.70,0.00,0.00,0.35,0.66,0.06,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77,0,0.000,0.93,1,0.95,0.84,0.00,0.00,1.22,1.09,0.00,1.10,1.49,0.98,0.12,0.67,0.00,0.12,0.83,1.16,0.11,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78,0,0.000,0.88,1,0.00,0.00,0.00,0.00,1.12,1.44,0.00,0.67,1.55,0.31,0.00,0.28,0.16,0.12,0.93,1.10,0.05,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
79,0,0.000,0.98,1,0.24,0.16,0.36,0.11,0.91,2.56,0.03,0.74,1.29,0.21,0.15,0.65,0.52,0.31,1.05,1.50,0.25,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
80,0,0.000,0.98,1,0.48,0.16,0.44,0.11,0.79,2.02,0.03,0.84,1.26,0.21,0.15,1.48,0.52,0.21,1.04,1.21,0.20,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
81,0,0.000,0.77,1,1.18,0.40,0.44,0.62,0.61,1.51,0.03,0.67,0.79,0.10,0.15,1.45,0.36,0.21,1.06,0.88,0.40,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
82,0,0.000,0.93,1,1.09,0.37,0.33,0.51,0.81,1.09,0.00,0.63,0.82,0.78,0.00,1.13,0.43,0.01,1.52,1.49,0.24,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
83,0,0.000,0.88,1,0.86,0.37,0.25,0.51,1.00,1.48,0.00,0.63,1.04,1.11,0.00,0.04,0.43,0.00,1.78,2.06,0.50,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
84,0,0.000,0.93,1,0.16,0.13,0.25,0.33,1.31,1.85,0.20,1.03,1.69,1.73,0.00,0.04,0.46,0.00,1.52,2.06,0.31,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
85,0,0.000,0.98,1,0.00,0.00,0.00,0.33,1.42,1.09,0.43,1.27,1.82,1.43,0.00,0.08,0.53,0.00,1.26,1.25,0.26,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
86,0,0.000,0.88,1,0.75,0.19,0.00,0.49,1.72,1.12,0.43,1.06,1.62,1.28,0.00,0.48,0.53,0.00,0.80,1.41,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
87,0,0.000,0.93,1,0.83,0.19,0.00,0.15,2.17,1.17,0.23,1.22,1.86,1.07,0.00,0.52,0.50,0.00,1.49,2.09,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
88,0,0.000,0.98,1,0.86,0.19,0.00,0.15,2.11,1.41,0.00,1.32,1.92,0.76,0.07,1.18,0.47,0.00,1.28,2.05,0.44,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
89,0,0.000,0.98,1,0.12,0.00,0.24,0.00,2.32,2.39,0.19,1.70,1.97,1.43,0.07,0.77,1.18,0.00,1.16,1.32,0.44,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
